C1s Scan
	Characteristic Energy eV	1486.68	Acquisition Time s	0.05
KE_C1s Scan	BE_C1s Scan	CPS_C1s Scan	C-C/C-H_1_C1s Scan	C-O_2_C1s Scan	C=O_3_C1s Scan	O-C=O_4_C1s Scan	Background_C1s Scan	Envelope_C1s Scan	Normalised_Residual_C1s Scan	Residual_C1s Scan
1189.29	297.389	1862.22	1862.22	1862.22	1862.22	1862.22	1862.22	1862.22	0	0
1189.39	297.289	1640.34	1640.34	1640.34	1640.34	1640.34	1640.34	1640.34	0	0
1189.49	297.189	1673.98	1673.98	1673.98	1673.98	1673.98	1673.98	1673.98	0	0
1189.59	297.089	1702.47	1702.47	1702.47	1702.47	1702.47	1702.47	1702.47	0	0
1189.69	296.989	1611.63	1611.63	1611.63	1611.63	1611.63	1611.63	1611.63	0	0
1189.79	296.889	1791.84	1791.84	1791.84	1791.84	1791.84	1791.84	1791.84	0	0
1189.89	296.789	1868.24	1868.24	1868.24	1868.24	1868.24	1868.24	1868.24	0	0
1189.99	296.689	1739.51	1739.51	1739.51	1739.51	1739.51	1739.51	1739.51	0	0
1190.09	296.589	1874.92	1874.92	1874.92	1874.92	1874.92	1874.92	1874.92	0	0
1190.19	296.489	2060	2060	2060	2060	2060	2060	2060	0	0
1190.29	296.389	1510.88	1510.88	1510.88	1510.88	1510.88	1510.88	1510.88	0	0
1190.39	296.289	1971.32	1971.32	1971.32	1971.32	1971.32	1971.32	1971.32	0	0
1190.49	296.189	1395.25	1395.25	1395.25	1395.25	1395.25	1395.25	1395.25	0	0
1190.59	296.089	1891.9	1891.9	1891.9	1891.9	1891.9	1891.9	1891.9	0	0
1190.69	295.989	1850.14	1850.14	1850.14	1850.14	1850.14	1850.14	1850.14	0	0
1190.79	295.889	1600.38	1600.38	1600.38	1600.38	1600.38	1600.38	1600.38	0	0
1190.89	295.789	1728.04	1728.04	1728.04	1728.04	1728.04	1728.04	1728.04	0	0
1190.99	295.689	1631.78	1631.78	1631.78	1631.78	1631.78	1631.78	1631.78	0	0
1191.09	295.589	1897.7	1897.7	1897.7	1897.7	1897.7	1897.7	1897.7	0	0
1191.19	295.489	1683.91	1683.91	1683.91	1683.91	1683.91	1683.91	1683.91	0	0
1191.29	295.389	1808.93	1808.93	1808.93	1808.93	1808.93	1808.93	1808.93	0	0
1191.39	295.289	1847.17	1847.17	1847.17	1847.17	1847.17	1847.17	1847.17	0	0
1191.49	295.189	1873.17	1873.17	1873.17	1873.17	1873.17	1873.17	1873.17	0	0
1191.59	295.089	2208.62	2208.62	2208.62	2208.62	2208.62	2208.62	2208.62	0	0
1191.69	294.989	1806.49	1806.49	1806.49	1806.49	1806.49	1806.49	1806.49	0	0
1191.79	294.889	1742.86	1742.86	1742.86	1742.86	1742.86	1742.86	1742.86	0	0
1191.89	294.789	1663.06	1663.06	1663.06	1663.06	1663.06	1663.06	1663.06	0	0
1191.99	294.689	1673.06	1673.06	1673.06	1673.06	1673.06	1673.06	1673.06	0	0
1192.09	294.589	1321.58	1321.58	1321.58	1321.58	1321.58	1321.58	1321.58	0	0
1192.19	294.489	1345.19	1345.19	1345.19	1345.19	1345.19	1345.19	1345.19	0	0
1192.29	294.389	1559.86	1559.86	1559.86	1559.86	1559.86	1559.86	1559.86	0	0
1192.39	294.289	1340.46	1340.46	1340.46	1340.46	1340.46	1340.46	1340.46	0	0
1192.49	294.189	1266.75	1266.75	1266.75	1266.75	1266.75	1266.75	1266.75	0	0
1192.59	294.089	1452.12	1452.12	1452.12	1452.12	1452.12	1452.12	1452.12	0	0
1192.69	293.989	1527.42	1527.42	1527.42	1527.42	1527.42	1527.42	1527.42	0	0
1192.79	293.889	1528.9	1528.9	1528.9	1528.9	1528.9	1528.9	1528.9	0	0
1192.89	293.789	1510.26	1510.26	1510.26	1510.26	1510.26	1510.26	1510.26	0	0
1192.99	293.689	1585.54	1585.54	1585.54	1585.54	1585.54	1585.54	1585.54	0	0
1193.09	293.589	1550.53	1550.53	1550.53	1550.53	1550.53	1550.53	1550.53	0	0
1193.19	293.489	1737.75	1737.75	1737.75	1737.75	1737.75	1737.75	1737.75	0	0
1193.29	293.389	1539.47	1539.47	1539.47	1539.47	1539.47	1539.47	1539.47	0	0
1193.39	293.289	1533.33	1533.33	1533.33	1533.33	1533.33	1533.33	1533.33	0	0
1193.49	293.189	1605.29	1605.29	1605.29	1605.29	1605.29	1605.29	1605.29	0	0
1193.59	293.089	1496.26	1496.26	1496.26	1496.26	1496.27	1496.26	1496.27	0	0
1193.69	292.989	1310.44	1310.44	1310.44	1310.44	1310.44	1310.44	1310.44	0	0
1193.79	292.889	1444.9	1444.9	1444.9	1444.9	1444.91	1444.9	1444.91	0	0
1193.89	292.789	1568.12	1568.12	1568.12	1568.12	1568.13	1568.12	1568.13	0	0
1193.99	292.689	1481.93	1481.93	1481.93	1481.93	1481.94	1481.93	1481.94	0	0
1194.09	292.589	1277.4	1325.59	1325.59	1325.59	1325.62	1325.59	1325.62	0.301645	2.41071
1194.19	292.489	1217.47	1325.57	1325.57	1325.57	1325.61	1325.57	1325.61	0.693006	5.40694
1194.29	292.389	1125.89	1325.54	1325.54	1325.54	1325.6	1325.54	1325.6	1.33087	9.98551
1194.39	292.289	1216.98	1325.52	1325.52	1325.52	1325.63	1325.52	1325.63	0.696424	5.43251
1194.49	292.189	1223.02	1325.5	1325.5	1325.5	1325.69	1325.5	1325.69	0.656438	5.13329
1194.59	292.089	1446.09	1325.48	1325.48	1325.48	1325.78	1325.48	1325.79	-0.707387	-6.01505
1194.69	291.989	1336.17	1325.48	1325.48	1325.48	1325.97	1325.48	1325.97	-0.0623755	-0.509835
1194.79	291.889	1114.52	1325.44	1325.44	1325.44	1326.24	1325.44	1326.24	1.41808	10.586
1194.89	291.789	1228.43	1325.42	1325.42	1325.42	1326.68	1325.42	1326.69	0.626841	4.91267
1194.99	291.689	1395.9	1325.41	1325.41	1325.41	1327.38	1325.41	1327.38	-0.410086	-3.426
1195.09	291.589	1376.98	1325.4	1325.4	1325.4	1328.45	1325.4	1328.45	-0.292458	-2.42668
