C1s Scan
	Characteristic Energy eV	1486.68	Acquisition Time s	0.05
KE_C1s Scan	BE_C1s Scan	CPS_C1s Scan	C-C/C-H_1_C1s Scan	C-O_2_C1s Scan	C=O_3_C1s Scan	O-C=O_4_C1s Scan	Background_C1s Scan	Envelope_C1s Scan	Normalised_Residual_C1s Scan	Residual_C1s Scan
1188.93	297.749	1530.03	1530.03	1530.03	1530.03	1530.03	1530.03	1530.03	0	0
1189.03	297.649	1417.23	1417.23	1417.23	1417.23	1417.23	1417.23	1417.23	0	0
1189.13	297.549	1512.96	1512.96	1512.96	1512.96	1512.96	1512.96	1512.96	0	0
1189.23	297.449	1536.78	1536.78	1536.78	1536.78	1536.78	1536.78	1536.78	0	0
1189.33	297.349	1358.33	1358.33	1358.33	1358.33	1358.33	1358.33	1358.33	0	0
1189.43	297.249	1232.66	1232.66	1232.66	1232.66	1232.66	1232.66	1232.66	0	0
1189.53	297.149	1395.46	1395.46	1395.46	1395.46	1395.46	1395.46	1395.46	0	0
1189.63	297.049	1114.61	1114.61	1114.61	1114.61	1114.61	1114.61	1114.61	0	0
1189.73	296.949	1232.02	1232.02	1232.02	1232.02	1232.02	1232.02	1232.02	0	0
1189.83	296.849	1017.58	1017.58	1017.58	1017.58	1017.58	1017.58	1017.58	0	0
1189.93	296.749	1044.1	1044.1	1044.1	1044.1	1044.1	1044.1	1044.1	0	0
1190.03	296.649	1175.11	1175.11	1175.11	1175.11	1175.11	1175.11	1175.11	0	0
1190.13	296.549	1272.77	1272.77	1272.77	1272.77	1272.77	1272.77	1272.77	0	0
1190.23	296.449	1045.31	1045.31	1045.31	1045.31	1045.31	1045.31	1045.31	0	0
1190.33	296.349	1240.74	1240.74	1240.74	1240.74	1240.74	1240.74	1240.74	0	0
1190.43	296.249	1238.76	1238.76	1238.76	1238.76	1238.76	1238.76	1238.76	0	0
1190.53	296.149	1136.4	1136.4	1136.4	1136.4	1136.4	1136.4	1136.4	0	0
1190.63	296.049	1186.66	1186.66	1186.66	1186.66	1186.66	1186.66	1186.66	0	0
1190.73	295.949	1173.4	1173.4	1173.4	1173.4	1173.4	1173.4	1173.4	0	0
1190.83	295.849	1068.01	1068.01	1068.01	1068.01	1068.01	1068.01	1068.01	0	0
1190.93	295.749	1117.4	1117.4	1117.4	1117.4	1117.4	1117.4	1117.4	0	0
1191.03	295.649	1228.82	1228.82	1228.82	1228.82	1228.82	1228.82	1228.82	0	0
1191.13	295.549	993.542	993.542	993.542	993.542	993.542	993.542	993.542	0	0
1191.23	295.449	829.094	829.094	829.094	829.094	829.094	829.094	829.094	0	0
1191.33	295.349	1041.25	1041.25	1041.25	1041.25	1041.25	1041.25	1041.25	0	0
1191.43	295.249	890.656	890.656	890.656	890.656	890.656	890.656	890.656	0	0
1191.53	295.149	756.582	756.582	756.582	756.582	756.582	756.582	756.582	0	0
1191.63	295.049	837.008	837.008	837.008	837.008	837.008	837.008	837.008	0	0
1191.73	294.949	1032.78	1032.78	1032.78	1032.78	1032.78	1032.78	1032.78	0	0
1191.83	294.849	747.022	747.022	747.022	747.022	747.022	747.022	747.022	0	0
1191.93	294.749	785.826	785.826	785.826	785.826	785.826	785.826	785.826	0	0
1192.03	294.649	816.264	816.264	816.264	816.264	816.264	816.264	816.264	0	0
1192.13	294.549	801.178	801.178	801.178	801.178	801.178	801.178	801.178	0	0
1192.23	294.449	792.174	792.174	792.174	792.174	792.174	792.174	792.174	0	0
1192.33	294.349	663.036	663.036	663.036	663.036	663.036	663.036	663.036	0	0
1192.43	294.249	887.738	887.738	887.738	887.738	887.738	887.738	887.738	0	0
1192.53	294.149	546.292	546.292	546.292	546.292	546.292	546.292	546.292	0	0
1192.63	294.049	638.86	638.86	638.86	638.86	638.86	638.86	638.86	0	0
1192.73	293.949	604.728	604.728	604.728	604.728	604.728	604.728	604.728	0	0
1192.83	293.849	586.41	586.41	586.41	586.41	586.41	586.41	586.41	0	0
1192.93	293.749	567.71	567.71	567.71	567.71	567.71	567.71	567.71	0	0
1193.03	293.649	633.504	633.504	633.504	633.504	633.504	633.504	633.504	0	0
1193.13	293.549	618.036	618.036	618.036	618.036	618.036	618.036	618.036	0	0
1193.23	293.449	655.522	655.522	655.522	655.522	655.522	655.522	655.522	0	0
1193.33	293.349	565.566	565.566	565.566	565.566	565.566	565.566	565.566	0	0
1193.43	293.249	662.956	662.956	662.956	662.956	662.956	662.956	662.956	0	0
1193.53	293.149	534.528	534.528	534.528	534.528	534.528	534.528	534.528	0	0
1193.63	293.049	467.93	467.93	467.93	467.93	467.93	467.93	467.93	0	0
1193.73	292.949	554.422	554.422	554.422	554.422	554.422	554.422	554.422	0	0
1193.83	292.849	343.562	343.562	343.562	343.562	343.562	343.562	343.562	0	0
1193.93	292.749	533.26	533.26	533.26	533.26	533.26	533.26	533.26	0	0
1194.03	292.649	527.718	527.718	527.718	527.718	527.718	527.718	527.718	0	0
1194.13	292.549	432.19	432.19	432.19	432.19	432.191	432.19	432.191	0	0
1194.23	292.449	435.696	435.696	435.696	435.696	435.697	435.696	435.697	0	0
1194.33	292.349	530.886	530.886	530.886	530.886	530.889	530.886	530.889	0	0
1194.43	292.249	367.692	367.692	367.692	367.692	367.697	367.692	367.697	0	0
1194.53	292.149	339.134	339.134	339.134	339.134	339.144	339.134	339.144	0	0
1194.63	292.049	468.056	468.056	468.056	468.056	468.075	468.056	468.075	0	0
1194.73	291.949	236.2	236.2	236.2	236.2	236.234	236.2	236.234	0	0
1194.83	291.849	376.244	376.244	376.244	376.244	376.305	376.244	376.305	0	0
1194.93	291.749	280.314	280.314	280.314	280.314	280.422	280.314	280.422	0	0
1195.03	291.649	158.698	158.698	158.698	158.698	158.884	158.698	158.884	0	0
1195.13	291.549	289.914	289.914	289.914	289.914	290.23	289.914	290.23	0	0
1195.23	291.449	291.778	291.778	291.778	291.778	292.306	291.778	292.307	0	0
1195.33	291.349	245.878	245.878	245.878	245.879	246.745	245.878	246.746	0	0
1195.43	291.249	243.178	243.178	243.178	243.179	244.578	243.178	244.579	0	0
1195.53	291.149	314.308	314.308	314.308	314.31	316.54	314.308	316.542	0	0
1195.63	291.049	363.686	343.978	343.978	343.983	347.469	343.978	347.474	-0.190095	-0.810622
1195.73	290.949	353.946	343.977	343.977	343.986	349.338	343.977	349.347	-0.054664	-0.229961
1195.83	290.849	240.21	343.967	343.967	343.983	352.096	343.967	352.113	1.61447	5.59515
1195.93	290.749	178.412	343.95	343.95	343.981	356.061	343.95	356.092	2.9745	8.88403
1196.03	290.649	321.948	343.948	343.948	344.003	361.665	343.948	361.721	0.495651	1.98863
1196.13	290.549	210.176	343.935	343.935	344.032	369.447	343.935	369.544	2.45808	7.96842
1196.23	290.449	452.616	343.924	343.924	344.095	380.073	343.924	380.244	-0.760661	-3.6186
1196.33	290.349	315.32	343.921	343.921	344.213	394.205	343.921	394.498	0.997041	3.95889
1196.43	290.249	289.222	343.915	343.916	344.408	412.602	343.915	413.095	1.62872	6.19365
1196.53	290.149	476.968	343.902	343.902	344.721	436.223	343.902	437.042	-0.408783	-1.99628
1196.63	290.049	466.646	343.89	343.89	345.227	465.59	343.89	466.927	0.00291164	0.0140642
1196.73	289.949	318.434	343.887	343.889	346.029	501.192	343.887	503.334	2.31693	9.24501
1196.83	289.849	600.442	343.862	343.864	347.251	543.326	343.862	546.717	-0.490263	-2.68627
1196.93	289.749	515.844	343.845	343.849	349.114	591.551	343.845	596.825	0.797277	4.04905
1197.03	289.649	555.234	343.824	343.832	351.868	644.753	343.824	652.806	0.925918	4.87861
1197.13	289.549	794.474	343.779	343.796	355.871	701.165	343.779	713.274	-0.644171	-4.06
1197.23	289.449	902.47	343.723	343.755	361.626	758.096	343.723	776.032	-0.941125	-6.32191
1197.33	289.349	783.42	343.679	343.739	369.704	812.193	343.679	838.279	0.438261	2.74293
1197.43	289.249	842.512	343.629	343.739	380.792	859.764	343.629	897.037	0.420042	2.72625
1197.53	289.149	931.126	343.57	343.767	395.879	896.62	343.57	949.126	0.131903	0.900004
1197.63	289.049	1090.95	343.496	343.845	415.764	919.772	343.496	992.39	-0.667244	-4.92801
1197.73	288.949	1068.44	343.423	344.034	441.423	927.206	343.423	1025.82	-0.291597	-2.13129
1197.83	288.849	1107.31	343.347	344.392	473.982	917.883	343.347	1049.56	-0.388043	-2.88735
1197.93	288.749	1261.09	343.256	345.015	514.157	892.677	343.256	1065.34	-1.23258	-9.78749
1198.03	288.649	950.552	343.195	346.122	562.347	854.269	343.195	1076.35	0.912359	6.28983
1198.13	288.549	1009.74	343.128	347.906	618.547	805.828	343.128	1086.02	0.53677	3.81399
1198.23	288.449	1072.76	343.056	350.707	682.094	751.016	343.056	1097.71	0.170279	1.24709
1198.33	288.349	1077.33	342.983	355.092	751.061	693.865	342.982	1114.05	0.250192	1.83625
1198.43	288.249	982.036	342.919	361.749	822.812	637.566	342.919	1136.29	1.10067	7.71269
1198.53	288.149	996.788	342.855	371.599	893.557	584.757	342.853	1164.21	1.18575	8.37104
1198.63	288.049	1468.16	342.745	385.952	958.677	537.127	342.741	1196.28	-1.58663	-13.594
1198.73	287.949	1240.67	342.663	406.627	1013.55	495.605	342.651	1230.49	-0.0646441	-0.509146
1198.83	287.849	1266.58	342.587	435.558	1053.35	460.534	342.559	1264.35	-0.013972	-0.111188
1198.93	287.749	1325.09	342.527	475.258	1074.3	431.825	342.461	1296.52	-0.175457	-1.42816
1199.03	287.649	1032.46	342.547	529.312	1074.86	408.803	342.392	1328.34	2.05903	14.794
