Microbe ID,No Plastic,,,,,,,,,PET Wells,,,,,,,,,PET Films,,,,,,,,,PP Wells,,,,,,,,,PP Films,,,,,,,,
KMM 249,0.09891282,0.13499045,0.10703029,,,,,,,0.12025875,0.09139665,0.11665099,,,,,,,0.02302243,0.02479339,0.03719008,,,,,,,0.08688695,0.12476846,0.10312188,,,,,,,0.1322314,0.06316411,0.06847698,,,,,,
KMM 255,0.20522512,0.22873108,0.03977932,,,,,,,0.02862905,0.03043721,0.03766981,,,,,,,-0.0017751,-0.0035503,0,,,,,,,0.02410868,0.03224536,0.0195883,,,,,,,-0.0112426,0.16982249,-0.0059172,,,,,,
KMM 267,0.0580725,0.05633032,0.06329902,0.05191254,0.04454035,0.06757846,0.049054873,0.049992228,0.051866936,0.10075579,0.1347282,0.12950167,0.05652016,0.06573541,0.08140132,0.041243588,0.045930359,0.047805068,0.18301026,0.37115165,0.22234892,0.10856454,0.19541616,0.16465621,0.361349693,0.239877301,0.190184049,0.13211494,0.14256799,0.18438018,0.04791927,0.08754482,0.04791927,0.041556039,0.077175501,0.05936577,0.07126568,0.13968073,0.06784493,0.00542823,0.03256936,0.03799759,0.006748466,0.163190184,0.041717791
KMM 273,0.03977966,0.04500619,0.04761945,0.08693047,0.08508742,0.09061657,0.034057205,0.019059537,0.037806622,0.07375207,0.0789786,0.0720099,0.09798876,0.09798876,0.09614571,0.059990673,0.047805068,0.035619462,0.04789054,0.04960091,0.04104903,0.05428227,0.02895054,0.05066345,0.015337423,0.013496933,0.00797546,0.11643536,0.08507621,0.07549425,0.075565,0.10136768,0.10597531,0.055616353,0.043430748,0.041556039,0.06100342,0.0336374,0.0336374,0.03075995,0.02171291,0.01628468,0.001226994,0.003067485,0.003067485
KMM 275,0.01364704,0.01190486,0.01974465,,,,,,,0.01190486,0.01713139,0.0092916,,,,,,,-0.0034208,0.00342075,-0.0085519,,,,,,,0.01451812,0.02410009,0.04761945,,,,,,,-0.0142531,-0.0176739,-0.0176739,,,,,,
KMM 276,0.0905931,0.09930397,0.05226525,,,,,,,0.13182457,0.10830521,0.14837524,,,,,,,0.02394527,0.01710376,0.00855188,,,,,,,0.10801477,0.08188229,0.08449549,,,,,,,0.03762828,0.04104903,0.01026226,,,,,,
KMM 284,0.12138324,0.12330996,0.1059695,0.11181163,0.10167486,0.11365468,0.055616353,0.08561169,0.069676667,0.09248247,0.08670231,0.08573896,0.11734077,0.12655602,0.1219484,0.079675113,0.085299238,0.101234261,0.06557377,0.11664565,0.14123581,0.03437877,0.03075995,0.02352232,0.015337423,0.063190184,0.079754601,0.11078629,0.10211606,0.09922598,0.11426903,0.08846634,0.10413226,0.069676667,0.082799627,0.091235815,0.17969735,0.15699874,0.0889029,0.03256936,0.01628468,0.01628468,-0.009815951,-0.009815951,-0.009815951
KMM 286,0.0836244,0.07230026,0.08972201,0.10628248,0.09614571,0.10720401,0.041556039,0.055616353,0.058428416,0.08652802,0.07607497,0.0603954,0.15143718,0.12563449,0.12102687,0.116231929,0.104983678,0.105921032,0.0290764,0.01368301,0.01197263,0.02895054,0.02895054,0.02352232,0.079754601,0.024539877,0.037423313,0.1184679,0.08710875,0.14198726,0.10597531,0.11519055,0.10597531,0.077175501,0.067801959,0.076238147,0.02052452,0.04618016,0.01539339,0.02352232,0.01447527,0.02533172,-0.004294479,-0.004294479,0.185276074
KMM 289,0.1175298,0.1059695,0.15799088,0.10346935,0.09989116,0.12762214,0.06070272,0.04522353,0.04431299,0.10982293,0.10500614,0.09248247,0.08617476,0.08170202,0.10048752,0.05706056,0.06525542,0.06525542,0.08827238,0.05422446,0.05611602,0.03688525,0.04742389,0.02810304,0.00953516,0.00953516,0.011323,0.12812675,0.11945652,0.11463973,0.08766567,0.08140384,0.09213841,0.0646484,0.06738002,0.06373786,0.04918033,0.03215637,0.0037831,0.05913349,0.06264637,0.06791569,0.01013111,0.01013111,0.01549464
KMM 293,0.11078629,0.15799088,0.14932065,0.09184023,0.0650038,0.06053106,0.02792325,0.02519163,0.03976028,0.05780154,0.07514201,0.0635817,0.05665469,0.05844378,0.05218195,0.06525542,0.05432893,0.05432893,0.0258512,0.00882724,0.02017654,0.1528103,0.33899297,0.09133489,0.07210965,0.15256257,0.20619785,0.06743513,0.08284888,0.07032521,0.04025465,0.05188377,0.08408748,0.06829056,0.05827461,0.05736407,-0.0397226,-0.0416141,-0.0018916,0.1206089,0.10480094,0.1206089,0.10667461,0.07806913,0.11203814
KMM 300,0.02003501,0.00783979,0.02351936,0.02832734,0.02027641,0.01222549,0.00607027,0.00971244,0.00607027,0.00638797,0.0116145,0.01684102,-0.0059637,-0.00328,-0.0086473,0.00515973,0.00424919,0.01062298,0.04446978,0.02394527,0.01368301,0.05796253,0.01580796,0.04918033,0.01489869,0.00953516,0.06317044,0.16986206,0.0348435,0.00958196,0.01073457,0.00894548,0,0.00819487,0.00546324,0.01365811,0.21037628,0.48232611,,0.03629977,0.03103044,0.01522248,0.02800954,0.01549464,0.02622169
KMM 301,0.02242376,0.01965919,0.04177577,0.0837893,0.06858199,0.07394928,0.07982408,0.06616596,0.07436083,0.04085425,0.06297083,0.05375559,0.0307128,0.0700729,0.07275655,0.03065487,0.04977623,0.02701271,0.11037394,0.03799759,0.03437877,0.08430913,0.04742389,0.05796253,0.0613826,0.02741359,0.03456496,0.07095738,0.05713451,0.02580268,0.05277831,0.04472738,0.05367286,0.01730028,0.01912136,0.05918515,0.06332931,0.07418577,0.02714113,0.04683841,0.03454333,0.029274,0.02622169,0.06197855,0.02979738
KMM 356,0.05780154,0.06069162,0.0635817,,,,,,,0.07803208,0.08284888,0.0587649,,,,,,,0.16456494,0.10781841,0.22131148,,,,,,,0.08381224,0.08381224,0.09826262,,,,,,,0.06998739,0.08701135,0.08701135,,,,,,
KMM 357,0.02601069,0.02601069,0.02890077,,,,,,,0.02504734,0.02312062,0.02312062,,,,,,,0.03783102,0.01134931,0.01324086,,,,,,,0.07514201,0.01830382,0.01156031,,,,,,,-0.0075662,0.00945776,-0.0037831,,,,,,
KMM 358,0.11849316,0.08670231,0.10693285,,,,,,,0.10982293,0.09633591,0.10018934,,,,,,,0.06242119,0.13051702,0.09079445,,,,,,,0.07803208,0.07514201,,,,,,,,0.01891551,0.03593947,0.06998739,,,,,,
KMM 364,0.19267181,0.17051455,0.16377104,0.09184023,0.07573837,0.08468385,0.07709245,0.07982408,0.09348219,0.07225193,0.10885957,0.08959239,0.07633474,0.08528021,0.09512024,0.0871084,0.08437678,0.09530327,0.23581337,0.24716267,0.21311475,0.08957845,0.08255269,0.1001171,0.02026222,0.02026222,0.0238379,0.13968706,0.13968706,0.14546722,0.11986939,0.09840025,0.09661115,0.08285921,0.07830651,0.09560678,0.07187894,0.09079445,0.09836066,0.07669789,0.10480094,0.11885246,0.02085816,0.06912992,0.03516091
KMM 367,0.14450386,0.11271301,0.13294355,0.07005072,0.07726625,0.07636431,0.089361107,0.080924918,0.093110524,0.1387237,0.11656645,0.13583363,0.0814753,0.08327919,0.0724559,0.07686305,0.080612467,0.090923364,0.13619168,0.16834805,0.11349306,0.09917355,0.10802834,0.09208973,0.041104295,0.074233129,0.090797546,0.12427332,0.10500614,0.13005347,0.0724559,0.06975008,0.06884814,0.107170838,0.111857609,0.099672004,0.07377049,0.12673392,0.092686,0.08441558,0.09681228,0.14994097,0.626993865,0.085889571,0.006748466
KMM 368,0.06550842,0.04335116,0.0635817,,,,,,,0.07128857,0.11560309,0.07803208,,,,,,,0.051072,0.051072,0.0567465,,,,,,,0.04335116,0.04720459,0.04046108,,,,,,,0.06998739,0.10970996,0.08701135,,,,,,
KMM 369,0.04268329,0.0418122,0.04007002,0.05784742,0.07573837,0.04711284,0.03611812,0.0333865,0.03065487,0.06649301,0.05603996,0.06649301,0.03339645,0.03339645,0.03876373,0.04886569,0.0379392,0.02974433,0.01881414,0.0649943,0.05644242,0.01053864,0.00526932,0.00526932,0.01847437,0.02026222,0.02562574,0.03745676,0.04268329,0.06358939,0.06977472,0.06261834,0.037571,0.03733217,0.04825866,0.04279542,0.12827822,0.08038769,0.05986317,0.03454333,0.01346604,0.01346604,0.03158522,0.03694875,0.02979738
KMM 376,0.06012938,0.06103132,0.06103132,0.07663298,0.09005114,0.09989124,0.07891354,0.09530327,0.09712435,0.0814753,0.06614231,0.0814753,0.05665469,0.06828381,0.07544019,0.08346624,0.11533517,0.10622976,0.07615112,0.10625738,0.11511216,0.0263466,0.07377049,0.09484778,0.03456496,0.03456496,0.02920143,0.06975008,0.06253455,0.07335784,0.08050929,0.10018934,0.09034932,0.09924895,0.09742787,0.09833841,0.09504132,0.10212515,0.1162928,0.1030445,0.11885246,0.11358314,0.03337306,0.01728248,0.02443385
KMM 379,0.15069814,0.13327639,0.13588965,,,,,,,0.16579699,0.16928134,0.18147656,,,,,,,0.0649943,0.04960091,0.04960091,,,,,,,0.16550662,0.15766684,0.1602801,,,,,,,0.0718358,0.05986317,0.05131129,,,,,,
KMM 380,0.06103132,0.07997207,0.0628352,,,,,,,0.0724559,0.06975008,0.08327919,,,,,,,0.06021251,0.03896104,0.0566706,,,,,,,0.05441709,0.0679462,0.09049471,,,,,,,0.10035419,0.04191263,0.06670602,,,,,,
KMM 383,0.07095266,0.07365849,0.0673449,,,,,,,0.07967142,0.06884814,0.06884814,,,,,,,0.12927981,0.09917355,0.04427391,,,,,,,0.05712291,0.07155396,0.08508307,,,,,,,0.08618654,0.08441558,0.10035419,,,,,,
KMM 385,0.13289909,0.15730912,0.17539063,,,,,,,0.18774633,0.17328112,0.14706293,,,,,,,0.04260355,0.04260355,0.03550296,,,,,,,0.16243222,0.17960965,0.1886504,,,,,,,0.02781065,0.05443787,0.0739645,,,,,,
KMM 386,0.05020803,0.06824684,0.06193326,,,,,,,0.04990738,0.0526132,0.04990738,,,,,,,0.10271547,0.08323495,0.06021251,,,,,,,0.05712291,0.05441709,0.06163261,,,,,,,0.02243211,0.07910272,0.05076741,,,,,,
KMM 387,0.07726625,0.0673449,0.06554102,,,,,,,0.0814753,0.07425978,0.06073067,,,,,,,0.07969303,0.09563164,0.05844156,,,,,,,0.07335784,0.07786754,0.08688695,,,,,,,0.05608028,0.07201889,0.05785124,,,,,,
KMM 389,0.01142458,0.01773817,0.01142458,,,,,,,0.03998604,0.07425978,0.05080932,,,,,,,0.00885478,0.00354191,-0.001771,,,,,,,0.01202588,0.06614231,0.0679462,,,,,,,0.00118064,-0.0059032,-0.0041322,,,,,,
KMM 390,0.04520377,0.08317494,0.08317494,,,,,,,0.03495758,0.07383283,0.11542029,,,,,,,0.00177515,-0.0017751,0,,,,,,,0.0268209,0.10276324,0.12717328,,,,,,,-0.0112426,-0.0094675,0.00650888,,,,,,
KMM 392,0.06961381,0.08227086,0.08498309,,,,,,,0.06298392,0.07744913,0.07564098,,,,,,,0.04615385,0.07278107,0.0852071,,,,,,,0.06660022,0.08287358,0.05846354,,,,,,,0.05443787,0.08106509,0.0704142,,,,,,
KMM 393,0.10035237,0.1066809,0.08588716,,,,,,,0.05123094,0.04761464,0.04671056,,,,,,,0.05325444,0.03727811,0.04260355,,,,,,,0.06569615,0.05936762,0.03676573,,,,,,,0.05443787,0.07928994,0.05976331,,,,,,
KMM 397,0.07594233,0.047916,0.03706709,,,,,,,0.04671056,0.05755947,0.05123094,,,,,,,0.02130178,0.03727811,0.04615385,,,,,,,0.06298392,0.04490241,0.06931245,,,,,,,0.06153846,0.08639053,0.1183432,,,,,,
KMM 402,0.05062822,0.03977932,0.04249154,,,,,,,0.05123094,0.05123094,0.06207985,,,,,,,0.05857988,0.06035503,0.05857988,,,,,,,0.03405351,0.03766981,0.0268209,,,,,,,0.08816568,0.11656805,0.18224852,,,,,,
KMM 417,0.01348703,0.01445039,0.01252367,,,,,,,0.03179085,0.02215726,0.02312062,,,,,,,0.05422446,0.0296343,0.05422446,,,,,,,0.02697405,0.03082749,0.01830382,,,,,,,-0.0189155,-0.0416141,-0.0472888,,,,,,
KMM 418,-0.0009041,-0.0036163,-0.0081367,,,,,,,0.02591683,0.08829803,0.06479207,,,,,,,0.00887574,0.01597633,0.01065089,,,,,,,-0.0021095,0.00150679,-0.0012054,,,,,,,0.03846154,0.01183432,0.00650888,,,,,,
KMM 421,0.00994483,0.03164264,0.02712226,,,,,,,0.04219019,0.05484724,0.05484724,,,,,,,0.0035503,0.01420118,0.01952663,,,,,,,0.05032686,0.06117577,0.12717328,,,,,,,-0.004142,-0.004142,-0.0094675,,,,,,
KMM 423,0.03055775,0.02601069,0.03660764,,,,,,,0.01156031,0.01059695,0.00578015,,,,,,,0.03152585,0.14501892,0.01450189,,,,,,,0.01830382,0.01348703,0.01059695,,,,,,,-0.0075662,-0.0359395,-0.0529634,,,,,,
