C1s Scan
	Characteristic Energy eV	1486.68	Acquisition Time s	0.05
KE_C1s Scan	BE_C1s Scan	CPS_C1s Scan	C-C/C-H_1_C1s Scan	C-O_2_C1s Scan	C=O_3_C1s Scan	O-C=O_4_C1s Scan	Background_C1s Scan	Envelope_C1s Scan	Normalised_Residual_C1s Scan	Residual_C1s Scan
1188.9	297.781	3010.88	3010.88	3010.88	3010.88	3010.88	3010.88	3010.88	0	0
1189	297.681	2792.9	2792.9	2792.9	2792.9	2792.9	2792.9	2792.9	0	0
1189.1	297.581	2992.04	2992.04	2992.04	2992.04	2992.04	2992.04	2992.04	0	0
1189.2	297.481	2981.22	2981.22	2981.22	2981.22	2981.22	2981.22	2981.22	0	0
1189.3	297.381	2930.44	2930.44	2930.44	2930.44	2930.44	2930.44	2930.44	0	0
1189.4	297.281	2733.64	2733.64	2733.64	2733.64	2733.64	2733.64	2733.64	0	0
1189.5	297.181	2668.08	2668.08	2668.08	2668.08	2668.08	2668.08	2668.08	0	0
1189.6	297.081	3111.1	3111.1	3111.1	3111.1	3111.1	3111.1	3111.1	0	0
1189.7	296.981	2242.04	2242.04	2242.04	2242.04	2242.04	2242.04	2242.04	0	0
1189.8	296.881	2634.4	2634.4	2634.4	2634.4	2634.4	2634.4	2634.4	0	0
1189.9	296.781	2631.56	2631.56	2631.56	2631.56	2631.56	2631.56	2631.56	0	0
1190	296.681	2590.68	2590.68	2590.68	2590.68	2590.68	2590.68	2590.68	0	0
1190.1	296.581	2533.12	2533.12	2533.12	2533.12	2533.12	2533.12	2533.12	0	0
1190.2	296.481	2364.4	2364.4	2364.4	2364.4	2364.4	2364.4	2364.4	0	0
1190.3	296.381	2534.5	2534.5	2534.5	2534.5	2534.5	2534.5	2534.5	0	0
1190.4	296.281	2256.38	2256.38	2256.38	2256.38	2256.38	2256.38	2256.38	0	0
1190.5	296.181	2091.6	2091.6	2091.6	2091.6	2091.6	2091.6	2091.6	0	0
1190.6	296.081	1907.12	1907.12	1907.12	1907.12	1907.12	1907.12	1907.12	0	0
1190.7	295.981	2531.04	2531.04	2531.04	2531.04	2531.04	2531.04	2531.04	0	0
1190.8	295.881	2117.06	2117.06	2117.06	2117.06	2117.06	2117.06	2117.06	0	0
1190.9	295.781	2164.94	2164.94	2164.94	2164.94	2164.94	2164.94	2164.94	0	0
1191	295.681	2231.74	2231.74	2231.74	2231.74	2231.74	2231.74	2231.74	0	0
1191.1	295.581	2116.56	2116.56	2116.56	2116.56	2116.56	2116.56	2116.56	0	0
1191.2	295.481	2446.66	2446.66	2446.66	2446.66	2446.66	2446.66	2446.66	0	0
1191.3	295.381	1935.04	1935.04	1935.04	1935.04	1935.04	1935.04	1935.04	0	0
1191.4	295.281	1837.97	1837.97	1837.97	1837.97	1837.97	1837.97	1837.97	0	0
1191.5	295.181	2265.2	2265.2	2265.2	2265.2	2265.2	2265.2	2265.2	0	0
1191.6	295.081	2081.94	2081.94	2081.94	2081.94	2081.94	2081.94	2081.94	0	0
1191.7	294.981	1860.18	1860.18	1860.18	1860.18	1860.18	1860.18	1860.18	0	0
1191.8	294.881	1849.39	1849.39	1849.39	1849.39	1849.39	1849.39	1849.39	0	0
1191.9	294.781	1433.83	1433.83	1433.83	1433.83	1433.83	1433.83	1433.83	0	0
1192	294.681	1776.54	1776.54	1776.54	1776.54	1776.54	1776.54	1776.54	0	0
1192.1	294.581	2029.5	2029.5	2029.5	2029.5	2029.5	2029.5	2029.5	0	0
1192.2	294.481	1678.79	1678.79	1678.79	1678.79	1678.79	1678.79	1678.79	0	0
1192.3	294.381	1601.29	1601.29	1601.29	1601.29	1601.29	1601.29	1601.29	0	0
1192.4	294.281	1635.96	1635.96	1635.96	1635.96	1635.96	1635.96	1635.96	0	0
1192.5	294.181	1352.4	1352.4	1352.4	1352.4	1352.4	1352.4	1352.4	0	0
1192.6	294.081	1343.71	1343.71	1343.71	1343.71	1343.71	1343.71	1343.71	0	0
1192.7	293.981	1370.05	1370.05	1370.05	1370.05	1370.05	1370.05	1370.05	0	0
1192.8	293.881	1432.13	1432.13	1432.13	1432.13	1432.13	1432.13	1432.13	0	0
1192.9	293.781	1558.33	1558.33	1558.33	1558.33	1558.33	1558.33	1558.33	0	0
1193	293.681	1497.43	1497.43	1497.43	1497.43	1497.43	1497.43	1497.43	0	0
1193.1	293.581	1183.14	1183.14	1183.14	1183.14	1183.14	1183.14	1183.14	0	0
1193.2	293.481	1021.52	1021.52	1021.52	1021.52	1021.52	1021.52	1021.52	0	0
1193.3	293.381	1406.41	1406.41	1406.41	1406.41	1406.41	1406.41	1406.41	0	0
1193.4	293.281	1217.36	1217.36	1217.36	1217.36	1217.36	1217.36	1217.36	0	0
1193.5	293.181	1200.46	1200.46	1200.46	1200.46	1200.46	1200.46	1200.46	0	0
1193.6	293.081	1033.4	1033.4	1033.4	1033.4	1033.4	1033.4	1033.4	0	0
1193.7	292.981	1058.69	1058.69	1058.69	1058.69	1058.69	1058.69	1058.69	0	0
1193.8	292.881	851.11	851.11	851.11	851.11	851.11	851.11	851.11	0	0
1193.9	292.781	877.69	877.69	877.69	877.69	877.69	877.69	877.69	0	0
1194	292.681	928.84	928.84	928.84	928.84	928.84	928.84	928.84	0	0
1194.1	292.581	870.116	870.116	870.116	870.116	870.117	870.116	870.117	0	0
1194.2	292.481	804.55	804.55	804.55	804.55	804.551	804.55	804.551	0	0
1194.3	292.381	1113.23	1113.23	1113.23	1113.23	1113.23	1113.23	1113.23	0	0
1194.4	292.281	738.138	738.138	738.138	738.138	738.143	738.138	738.143	0	0
1194.5	292.181	875.868	875.868	875.868	875.868	875.878	875.868	875.878	0	0
1194.6	292.081	767.568	767.568	767.568	767.568	767.587	767.568	767.587	0	0
1194.7	291.981	555.852	555.852	555.852	555.852	555.888	555.852	555.888	0	0
1194.8	291.881	680.94	680.94	680.94	680.94	681.006	680.94	681.006	0	0
1194.9	291.781	749.77	749.77	749.77	749.77	749.89	749.77	749.89	0	0
1195	291.681	616.012	616.012	616.012	616.012	616.225	616.012	616.226	0	0
1195.1	291.581	661.478	661.478	661.478	661.478	661.852	661.478	661.853	0	0
1195.2	291.481	791.286	791.286	791.286	791.287	791.933	791.286	791.934	0	0
