C1s Scan
	Characteristic Energy eV	1486.68	Acquisition Time s	0.05
KE_C1s Scan	BE_C1s Scan	CPS_C1s Scan	C-C/C-H_1_C1s Scan	C-O_2_C1s Scan	C=O_3_C1s Scan	O-C=O_4_C1s Scan	Background_C1s Scan	Envelope_C1s Scan	Normalised_Residual_C1s Scan	Residual_C1s Scan
1188.86	297.816	1182.45	1182.45	1182.45	1182.45	1182.45	1182.45	1182.45	0	0
1188.96	297.716	1275.67	1275.67	1275.67	1275.67	1275.67	1275.67	1275.67	0	0
1189.06	297.616	1153.98	1153.98	1153.98	1153.98	1153.98	1153.98	1153.98	0	0
1189.16	297.516	1144.06	1144.06	1144.06	1144.06	1144.06	1144.06	1144.06	0	0
1189.26	297.416	1226.73	1226.73	1226.73	1226.73	1226.73	1226.73	1226.73	0	0
1189.36	297.316	1437.08	1437.08	1437.08	1437.08	1437.08	1437.08	1437.08	0	0
1189.46	297.216	1307.95	1307.95	1307.95	1307.95	1307.95	1307.95	1307.95	0	0
1189.56	297.116	1411.82	1411.82	1411.82	1411.82	1411.82	1411.82	1411.82	0	0
1189.66	297.016	1182.23	1182.23	1182.23	1182.23	1182.23	1182.23	1182.23	0	0
1189.76	296.916	1140.11	1140.11	1140.11	1140.11	1140.11	1140.11	1140.11	0	0
1189.86	296.816	987.51	987.51	987.51	987.51	987.51	987.51	987.51	0	0
1189.96	296.716	1234.21	1234.21	1234.21	1234.21	1234.21	1234.21	1234.21	0	0
1190.06	296.616	1211.56	1211.56	1211.56	1211.56	1211.56	1211.56	1211.56	0	0
1190.16	296.516	1227.21	1227.21	1227.21	1227.21	1227.21	1227.21	1227.21	0	0
1190.26	296.416	1293.88	1293.88	1293.88	1293.88	1293.88	1293.88	1293.88	0	0
1190.36	296.316	1071.15	1071.15	1071.15	1071.15	1071.15	1071.15	1071.15	0	0
1190.46	296.216	1088.02	1088.02	1088.02	1088.02	1088.02	1088.02	1088.02	0	0
1190.56	296.116	1126.33	1126.33	1126.33	1126.33	1126.33	1126.33	1126.33	0	0
1190.66	296.016	1090.29	1090.29	1090.29	1090.29	1090.29	1090.29	1090.29	0	0
1190.76	295.916	1100.21	1100.21	1100.21	1100.21	1100.21	1100.21	1100.21	0	0
1190.86	295.816	936.024	936.024	936.024	936.024	936.024	936.024	936.024	0	0
1190.96	295.716	999.4	999.4	999.4	999.4	999.4	999.4	999.4	0	0
1191.06	295.616	1010.85	1010.85	1010.85	1010.85	1010.85	1010.85	1010.85	0	0
1191.16	295.516	660.714	660.714	660.714	660.714	660.714	660.714	660.714	0	0
1191.26	295.416	817.734	817.734	817.734	817.734	817.734	817.734	817.734	0	0
1191.36	295.316	868.506	868.506	868.506	868.506	868.506	868.506	868.506	0	0
1191.46	295.216	1012.83	1012.83	1012.83	1012.83	1012.83	1012.83	1012.83	0	0
1191.56	295.116	769.814	769.814	769.814	769.814	769.814	769.814	769.814	0	0
1191.66	295.016	868.132	868.132	868.132	868.132	868.132	868.132	868.132	0	0
1191.76	294.916	660.354	660.354	660.354	660.354	660.354	660.354	660.354	0	0
1191.86	294.816	1172.04	1172.04	1172.04	1172.04	1172.04	1172.04	1172.04	0	0
1191.96	294.716	617.53	617.53	617.53	617.53	617.53	617.53	617.53	0	0
1192.06	294.616	783.182	783.182	783.182	783.182	783.182	783.182	783.182	0	0
1192.16	294.516	686.912	686.912	686.912	686.912	686.912	686.912	686.912	0	0
1192.26	294.416	640.794	640.794	640.794	640.794	640.794	640.794	640.794	0	0
1192.36	294.316	721.516	721.516	721.516	721.516	721.516	721.516	721.516	0	0
1192.46	294.216	683.752	683.752	683.752	683.752	683.752	683.752	683.752	0	0
1192.56	294.116	590.538	590.538	590.538	590.538	590.538	590.538	590.538	0	0
1192.66	294.016	557.766	557.766	557.766	557.766	557.766	557.766	557.766	0	0
1192.76	293.916	482.124	482.124	482.124	482.124	482.124	482.124	482.124	0	0
1192.86	293.816	377.352	377.352	377.352	377.352	377.352	377.352	377.352	0	0
1192.96	293.716	572.818	572.818	572.818	572.818	572.818	572.818	572.818	0	0
1193.06	293.616	741.196	741.196	741.196	741.196	741.196	741.196	741.196	0	0
1193.16	293.516	618.686	618.686	618.686	618.686	618.686	618.686	618.686	0	0
1193.26	293.416	489.794	489.794	489.794	489.794	489.794	489.794	489.794	0	0
1193.36	293.316	694.624	694.624	694.624	694.624	694.624	694.624	694.624	0	0
1193.46	293.216	554.682	554.682	554.682	554.682	554.682	554.682	554.682	0	0
1193.56	293.116	428.194	428.194	428.194	428.194	428.194	428.194	428.194	0	0
1193.66	293.016	280.384	280.384	280.384	280.384	280.384	280.384	280.384	0	0
1193.76	292.916	359.566	359.566	359.566	359.566	359.566	359.566	359.566	0	0
1193.86	292.816	564.426	564.426	564.426	564.426	564.426	564.426	564.426	0	0
1193.96	292.716	436.372	436.372	436.372	436.372	436.373	436.372	436.373	0	0
1194.06	292.616	645.612	645.612	645.612	645.612	645.613	645.612	645.613	0	0
1194.16	292.516	678.208	678.208	678.208	678.208	678.21	678.208	678.21	0	0
1194.26	292.416	389.876	389.876	389.876	389.876	389.88	389.876	389.88	0	0
1194.36	292.316	373.66	373.66	373.66	373.66	373.668	373.66	373.668	0	0
1194.46	292.216	439.142	439.142	439.142	439.142	439.156	439.142	439.156	0	0
1194.56	292.116	492.828	492.828	492.828	492.828	492.854	492.828	492.854	0	0
1194.66	292.016	370.396	370.396	370.396	370.396	370.443	370.396	370.443	0	0
1194.76	291.916	398.374	398.374	398.374	398.375	398.457	398.374	398.458	0	0
1194.86	291.816	484.87	484.87	484.87	484.871	485.015	484.87	485.016	0	0
1194.96	291.716	381.028	381.028	381.028	381.031	381.275	381.028	381.277	0	0
