C1s Scan
	Characteristic Energy eV	1486.68	Acquisition Time s	0.05
KE_C1s Scan	BE_C1s Scan	CPS_C1s Scan	C-C/C-H_1_C1s Scan	C-O_2_C1s Scan	C=O_3_C1s Scan	O-C=O_4_C1s Scan	Background_C1s Scan	Envelope_C1s Scan	Normalised_Residual_C1s Scan	Residual_C1s Scan
1188.91	297.767	3151.66	3151.66	3151.66	3151.66	3151.66	3151.66	3151.66	0	0
1189.01	297.667	3443.6	3443.6	3443.6	3443.6	3443.6	3443.6	3443.6	0	0
1189.11	297.567	3068.16	3068.16	3068.16	3068.16	3068.16	3068.16	3068.16	0	0
1189.21	297.467	3146.76	3146.76	3146.76	3146.76	3146.76	3146.76	3146.76	0	0
1189.31	297.367	2907.6	2907.6	2907.6	2907.6	2907.6	2907.6	2907.6	0	0
1189.41	297.267	2821.1	2821.1	2821.1	2821.1	2821.1	2821.1	2821.1	0	0
1189.51	297.167	2796.82	2796.82	2796.82	2796.82	2796.82	2796.82	2796.82	0	0
1189.61	297.067	2888.64	2888.64	2888.64	2888.64	2888.64	2888.64	2888.64	0	0
1189.71	296.967	3020.42	3020.42	3020.42	3020.42	3020.42	3020.42	3020.42	0	0
1189.81	296.867	2885	2885	2885	2885	2885	2885	2885	0	0
1189.91	296.767	2739.04	2739.04	2739.04	2739.04	2739.04	2739.04	2739.04	0	0
1190.01	296.667	3185.54	3185.54	3185.54	3185.54	3185.54	3185.54	3185.54	0	0
1190.11	296.567	2279.4	2279.4	2279.4	2279.4	2279.4	2279.4	2279.4	0	0
1190.21	296.467	3088.48	3088.48	3088.48	3088.48	3088.48	3088.48	3088.48	0	0
1190.31	296.367	3192.32	3192.32	3192.32	3192.32	3192.32	3192.32	3192.32	0	0
1190.41	296.267	2816.48	2816.48	2816.48	2816.48	2816.48	2816.48	2816.48	0	0
1190.51	296.167	3055.84	3055.84	3055.84	3055.84	3055.84	3055.84	3055.84	0	0
1190.61	296.067	2059.52	2059.52	2059.52	2059.52	2059.52	2059.52	2059.52	0	0
1190.71	295.967	2464.94	2464.94	2464.94	2464.94	2464.94	2464.94	2464.94	0	0
1190.81	295.867	2358.24	2358.24	2358.24	2358.24	2358.24	2358.24	2358.24	0	0
1190.91	295.767	2427.14	2427.14	2427.14	2427.14	2427.14	2427.14	2427.14	0	0
1191.01	295.667	2481.22	2481.22	2481.22	2481.22	2481.22	2481.22	2481.22	0	0
1191.11	295.567	2465.96	2465.96	2465.96	2465.96	2465.96	2465.96	2465.96	0	0
1191.21	295.467	2291.88	2291.88	2291.88	2291.88	2291.88	2291.88	2291.88	0	0
1191.31	295.367	2057.32	2057.32	2057.32	2057.32	2057.32	2057.32	2057.32	0	0
1191.41	295.267	1962.2	1962.2	1962.2	1962.2	1962.2	1962.2	1962.2	0	0
1191.51	295.167	1957.78	1957.78	1957.78	1957.78	1957.78	1957.78	1957.78	0	0
1191.61	295.067	2024.1	2024.1	2024.1	2024.1	2024.1	2024.1	2024.1	0	0
1191.71	294.967	1693.91	1693.91	1693.91	1693.91	1693.91	1693.91	1693.91	0	0
1191.81	294.867	2308.28	2308.28	2308.28	2308.28	2308.28	2308.28	2308.28	0	0
1191.91	294.767	1954.19	1954.19	1954.19	1954.19	1954.19	1954.19	1954.19	0	0
1192.01	294.667	1540.15	1540.15	1540.15	1540.15	1540.15	1540.15	1540.15	0	0
1192.11	294.567	1653.63	1653.63	1653.63	1653.63	1653.63	1653.63	1653.63	0	0
1192.21	294.467	1704.96	1704.96	1704.96	1704.96	1704.96	1704.96	1704.96	0	0
1192.31	294.367	1910.69	1910.69	1910.69	1910.69	1910.69	1910.69	1910.69	0	0
1192.41	294.267	1314.68	1314.68	1314.68	1314.68	1314.68	1314.68	1314.68	0	0
1192.51	294.167	1410.5	1410.5	1410.5	1410.5	1410.5	1410.5	1410.5	0	0
1192.61	294.067	1249.66	1249.66	1249.66	1249.66	1249.66	1249.66	1249.66	0	0
1192.71	293.967	1349.71	1349.71	1349.71	1349.71	1349.71	1349.71	1349.71	0	0
1192.81	293.867	1310.85	1310.85	1310.85	1310.85	1310.85	1310.85	1310.85	0	0
1192.91	293.767	1378.89	1378.89	1378.89	1378.89	1378.89	1378.89	1378.89	0	0
1193.01	293.667	1410.3	1410.3	1410.3	1410.3	1410.3	1410.3	1410.3	0	0
1193.11	293.567	1373	1373	1373	1373	1373	1373	1373	0	0
1193.21	293.467	1307.38	1307.38	1307.38	1307.38	1307.38	1307.38	1307.38	0	0
1193.31	293.367	1341.87	1341.87	1341.87	1341.87	1341.87	1341.87	1341.87	0	0
1193.41	293.267	880.6	880.6	880.6	880.6	880.6	880.6	880.6	0	0
1193.51	293.167	1051.83	1051.83	1051.83	1051.83	1051.83	1051.83	1051.83	0	0
1193.61	293.067	1262.15	1262.15	1262.15	1262.15	1262.15	1262.15	1262.15	0	0
1193.71	292.967	918.76	918.76	918.76	918.76	918.76	918.76	918.76	0	0
1193.81	292.867	945.332	945.332	945.332	945.332	945.332	945.332	945.332	0	0
1193.91	292.767	947.838	947.838	947.838	947.838	947.838	947.838	947.838	0	0
1194.01	292.667	980.978	980.978	980.978	980.978	980.979	980.978	980.979	0	0
1194.11	292.567	762.802	762.802	762.802	762.802	762.803	762.802	762.803	0	0
1194.21	292.467	804.89	804.89	804.89	804.89	804.892	804.89	804.892	0	0
1194.31	292.367	783.728	783.728	783.728	783.728	783.733	783.728	783.733	0	0
1194.41	292.267	721.602	721.602	721.602	721.602	721.611	721.602	721.611	0	0
1194.51	292.167	646.414	646.414	646.414	646.414	646.431	646.414	646.431	0	0
1194.61	292.067	1012.92	1012.92	1012.92	1012.92	1012.95	1012.92	1012.95	0	0
1194.71	291.967	771.414	771.414	771.414	771.414	771.473	771.414	771.473	0	0
1194.81	291.867	823.034	823.034	823.034	823.034	823.14	823.034	823.14	0	0
1194.91	291.767	755.062	755.062	755.062	755.062	755.251	755.062	755.251	0	0
1195.01	291.667	674.464	674.464	674.464	674.464	674.795	674.464	674.795	0	0
1195.11	291.567	666.408	666.408	666.408	666.408	666.976	666.408	666.976	0	0
1195.21	291.467	603.67	603.67	603.67	603.671	604.632	603.67	604.633	0	0
1195.31	291.367	597.174	597.174	597.174	597.175	598.776	597.174	598.777	0	0
1195.41	291.267	790.306	790.306	790.306	790.308	792.924	790.306	792.926	0	0
1195.51	291.167	625.452	625.452	625.452	625.457	629.65	625.452	629.655	0	0
1195.61	291.067	660.06	606.768	606.768	606.777	613.415	606.768	613.424	-0.405895	-2.3318
1195.71	290.967	534.772	606.776	606.776	606.794	617.116	606.776	617.134	0.796393	4.1181
1195.81	290.867	639.734	606.78	606.78	606.813	622.571	606.78	622.604	-0.151437	-0.856478
1195.91	290.767	854.454	606.809	606.809	606.871	630.489	606.809	630.551	-1.71278	-11.1952
1196.01	290.667	609.478	606.809	606.809	606.922	641.823	606.809	641.936	0.293985	1.62289
1196.11	290.567	518.792	606.819	606.819	607.022	657.663	606.819	657.865	1.36531	6.95367
1196.21	290.467	648.604	606.824	606.824	607.182	679.302	606.824	679.66	0.272668	1.55278
1196.31	290.367	461.974	606.841	606.841	607.463	708.267	606.841	708.89	2.56877	12.3458
1196.41	290.267	557.438	606.847	606.847	607.908	746.531	606.847	747.593	1.80092	9.50773
1196.51	290.167	741.15	606.862	606.863	608.639	795.577	606.862	797.354	0.461635	2.8102
1196.61	290.067	908.734	606.897	606.898	609.831	856.899	606.897	859.834	-0.362726	-2.44502
1196.71	289.967	941.6	606.936	606.939	611.702	931.58	606.936	936.348	-0.0382686	-0.26258
1196.81	289.867	765.292	606.955	606.959	614.554	1020.43	606.955	1028.03	2.12373	13.1371
1196.91	289.767	1078.82	607.01	607.019	618.904	1122.27	607.01	1134.17	0.376777	2.76722
1197.01	289.667	1215.54	607.081	607.099	625.433	1234.84	607.081	1253.21	0.24164	1.88382
1197.11	289.567	1560.02	607.192	607.227	635.039	1354.31	607.192	1382.19	-1.00674	-8.89132
1197.21	289.467	1721.46	607.321	607.39	648.805	1474.79	607.321	1516.34	-1.10549	-10.2562
1197.31	289.367	1742.58	607.453	607.583	668.133	1588.76	607.453	1649.57	-0.498189	-4.65024
1197.41	289.267	1712.42	607.582	607.824	694.988	1688.11	607.582	1775.76	0.342235	3.16676
1197.51	289.167	1857.46	607.728	608.17	731.422	1764.71	607.728	1888.85	0.162883	1.56972
1197.61	289.067	1929.11	607.881	608.673	779.673	1810.67	607.881	1983.25	0.275656	2.70727
1197.71	288.967	1902.4	608.032	609.43	842.167	1822.41	608.032	2057.95	0.797427	7.77727
1197.81	288.867	2043.5	608.199	610.63	921.793	1798.87	608.199	2114.9	0.353171	3.56991
1197.91	288.767	2212.94	608.386	612.533	1020.27	1742.17	608.386	2158.2	-0.260213	-2.73715
1198.01	288.667	2175.36	608.569	615.51	1138.57	1657.1	608.569	2194.04	0.0895379	0.933808
1198.11	288.567	2348.12	608.771	620.231	1276.57	1552.09	608.771	2231.34	-0.538875	-5.83893
1198.21	288.467	2571.8	609	627.616	1432.71	1435.34	609	2277.67	-1.2969	-14.7065
1198.31	288.367	2482.66	609.218	638.899	1602.04	1314.75	609.218	2337.25	-0.652564	-7.27054
