C1s Scan
	Characteristic Energy eV	1486.68	Acquisition Time s	0.05
KE_C1s Scan	BE_C1s Scan	CPS_C1s Scan	C-C/C-H_1_C1s Scan	C-O_2_C1s Scan	C=O_3_C1s Scan	O-C=O_4_C1s Scan	Background_C1s Scan	Envelope_C1s Scan	Normalised_Residual_C1s Scan	Residual_C1s Scan
1188.87	297.807	817.086	817.086	817.086	817.086	817.086	817.086	817.086	0	0
1188.97	297.707	973.924	973.924	973.924	973.924	973.924	973.924	973.924	0	0
1189.07	297.607	901.37	901.37	901.37	901.37	901.37	901.37	901.37	0	0
1189.17	297.507	796.428	796.428	796.428	796.428	796.428	796.428	796.428	0	0
1189.27	297.407	997.8	997.8	997.8	997.8	997.8	997.8	997.8	0	0
1189.37	297.307	1012.75	1012.75	1012.75	1012.75	1012.75	1012.75	1012.75	0	0
1189.47	297.207	866.624	866.624	866.624	866.624	866.624	866.624	866.624	0	0
1189.57	297.107	826.818	826.818	826.818	826.818	826.818	826.818	826.818	0	0
1189.67	297.007	885.67	885.67	885.67	885.67	885.67	885.67	885.67	0	0
1189.77	296.907	827.552	827.552	827.552	827.552	827.552	827.552	827.552	0	0
1189.87	296.807	809.386	809.386	809.386	809.386	809.386	809.386	809.386	0	0
1189.97	296.707	873.13	873.13	873.13	873.13	873.13	873.13	873.13	0	0
1190.07	296.607	925.46	925.46	925.46	925.46	925.46	925.46	925.46	0	0
1190.17	296.507	798.458	798.458	798.458	798.458	798.458	798.458	798.458	0	0
1190.27	296.407	786.886	786.886	786.886	786.886	786.886	786.886	786.886	0	0
1190.37	296.307	935.782	935.782	935.782	935.782	935.782	935.782	935.782	0	0
1190.47	296.207	800.526	800.526	800.526	800.526	800.526	800.526	800.526	0	0
1190.57	296.107	1074.83	1074.83	1074.83	1074.83	1074.83	1074.83	1074.83	0	0
1190.67	296.007	592.014	592.014	592.014	592.014	592.014	592.014	592.014	0	0
1190.77	295.907	700.942	700.942	700.942	700.942	700.942	700.942	700.942	0	0
1190.87	295.807	826.83	826.83	826.83	826.83	826.83	826.83	826.83	0	0
1190.97	295.707	728.458	728.458	728.458	728.458	728.458	728.458	728.458	0	0
1191.07	295.607	858.582	858.582	858.582	858.582	858.582	858.582	858.582	0	0
1191.17	295.507	797.132	797.132	797.132	797.132	797.132	797.132	797.132	0	0
1191.27	295.407	617.284	617.284	617.284	617.284	617.284	617.284	617.284	0	0
1191.37	295.307	642.254	642.254	642.254	642.254	642.254	642.254	642.254	0	0
1191.47	295.207	766.374	766.374	766.374	766.374	766.374	766.374	766.374	0	0
1191.57	295.107	556.446	556.446	556.446	556.446	556.446	556.446	556.446	0	0
1191.67	295.007	756.356	756.356	756.356	756.356	756.356	756.356	756.356	0	0
1191.77	294.907	614.75	614.75	614.75	614.75	614.75	614.75	614.75	0	0
1191.87	294.807	565.24	565.24	565.24	565.24	565.24	565.24	565.24	0	0
1191.97	294.707	489.844	489.844	489.844	489.844	489.844	489.844	489.844	0	0
1192.07	294.607	579.118	579.118	579.118	579.118	579.118	579.118	579.118	0	0
1192.17	294.507	671.388	671.388	671.388	671.388	671.388	671.388	671.388	0	0
1192.27	294.407	438.34	438.34	438.34	438.34	438.34	438.34	438.34	0	0
1192.37	294.307	658.654	658.654	658.654	658.654	658.654	658.654	658.654	0	0
1192.47	294.207	533.936	533.936	533.936	533.936	533.936	533.936	533.936	0	0
1192.57	294.107	419.266	419.266	419.266	419.266	419.266	419.266	419.266	0	0
