C1s Scan
	Characteristic Energy eV	1486.68	Acquisition Time s	0.05
KE_C1s Scan	BE_C1s Scan	CPS_C1s Scan	C-C/C-H_1_C1s Scan	C-O_2_C1s Scan	C=O_3_C1s Scan	O-C=O_4_C1s Scan	Background_C1s Scan	Envelope_C1s Scan	Normalised_Residual_C1s Scan	Residual_C1s Scan
1189.35	297.331	1645.82	1645.82	1645.82	1645.82	1645.82	1645.82	1645.82	0	0
1189.45	297.231	1437	1437	1437	1437	1437	1437	1437	0	0
1189.55	297.131	1596.31	1596.31	1596.31	1596.31	1596.31	1596.31	1596.31	0	0
1189.65	297.031	1360.02	1360.02	1360.02	1360.02	1360.02	1360.02	1360.02	0	0
1189.75	296.931	1833.46	1833.46	1833.46	1833.46	1833.46	1833.46	1833.46	0	0
1189.85	296.831	1238.28	1238.28	1238.28	1238.28	1238.28	1238.28	1238.28	0	0
1189.95	296.731	1565.58	1565.58	1565.58	1565.58	1565.58	1565.58	1565.58	0	0
1190.05	296.631	1533.23	1533.23	1533.23	1533.23	1533.23	1533.23	1533.23	0	0
1190.15	296.531	1870.29	1870.29	1870.29	1870.29	1870.29	1870.29	1870.29	0	0
1190.25	296.431	1283.65	1283.65	1283.65	1283.65	1283.65	1283.65	1283.65	0	0
1190.35	296.331	1682.19	1682.19	1682.19	1682.19	1682.19	1682.19	1682.19	0	0
1190.45	296.231	1457.17	1457.17	1457.17	1457.17	1457.17	1457.17	1457.17	0	0
1190.55	296.131	1425.31	1425.31	1425.31	1425.31	1425.31	1425.31	1425.31	0	0
1190.65	296.031	1384.97	1384.97	1384.97	1384.97	1384.97	1384.97	1384.97	0	0
1190.75	295.931	1757.51	1757.51	1757.51	1757.51	1757.51	1757.51	1757.51	0	0
1190.85	295.831	1217.49	1217.49	1217.49	1217.49	1217.49	1217.49	1217.49	0	0
1190.95	295.731	1612.4	1612.4	1612.4	1612.4	1612.4	1612.4	1612.4	0	0
1191.05	295.631	1604.92	1604.92	1604.92	1604.92	1604.92	1604.92	1604.92	0	0
1191.15	295.531	1496.17	1496.17	1496.17	1496.17	1496.17	1496.17	1496.17	0	0
1191.25	295.431	1095.96	1095.96	1095.96	1095.96	1095.96	1095.96	1095.96	0	0
1191.35	295.331	1499.02	1499.02	1499.02	1499.02	1499.02	1499.02	1499.02	0	0
1191.45	295.231	1704.31	1704.31	1704.31	1704.31	1704.31	1704.31	1704.31	0	0
1191.55	295.131	1613.77	1613.77	1613.77	1613.77	1613.77	1613.77	1613.77	0	0
1191.65	295.031	1515.84	1515.84	1515.84	1515.84	1515.84	1515.84	1515.84	0	0
1191.75	294.931	1208.95	1208.95	1208.95	1208.95	1208.95	1208.95	1208.95	0	0
1191.85	294.831	1701.43	1701.43	1701.43	1701.43	1701.43	1701.43	1701.43	0	0
1191.95	294.731	1462.13	1462.13	1462.13	1462.13	1462.13	1462.13	1462.13	0	0
1192.05	294.631	1224.7	1224.7	1224.7	1224.7	1224.7	1224.7	1224.7	0	0
1192.15	294.531	1450.08	1450.08	1450.08	1450.08	1450.08	1450.08	1450.08	0	0
1192.25	294.431	1400.23	1400.23	1400.23	1400.23	1400.23	1400.23	1400.23	0	0
1192.35	294.331	1669.66	1669.66	1669.66	1669.66	1669.66	1669.66	1669.66	0	0
1192.45	294.231	1297.41	1297.41	1297.41	1297.41	1297.41	1297.41	1297.41	0	0
1192.55	294.131	1385.8	1385.8	1385.8	1385.8	1385.8	1385.8	1385.8	0	0
1192.65	294.031	1260.08	1260.08	1260.08	1260.08	1260.08	1260.08	1260.08	0	0
1192.75	293.931	1407.74	1407.74	1407.74	1407.74	1407.74	1407.74	1407.74	0	0
1192.85	293.831	1404.54	1404.54	1404.54	1404.54	1404.54	1404.54	1404.54	0	0
1192.95	293.731	1375.77	1375.77	1375.77	1375.77	1375.77	1375.77	1375.77	0	0
1193.05	293.631	1729.68	1729.68	1729.68	1729.68	1729.68	1729.68	1729.68	0	0
1193.15	293.531	1280.89	1280.89	1280.89	1280.89	1280.89	1280.89	1280.89	0	0
1193.25	293.431	1574.08	1574.08	1574.08	1574.08	1574.08	1574.08	1574.08	0	0
1193.35	293.331	1221.87	1221.87	1221.87	1221.87	1221.87	1221.87	1221.87	0	0
1193.45	293.231	1573.11	1573.11	1573.11	1573.11	1573.11	1573.11	1573.11	0	0
1193.55	293.131	1434.46	1434.46	1434.46	1434.46	1434.46	1434.46	1434.46	0	0
1193.65	293.031	1230.58	1230.58	1230.58	1230.58	1230.58	1230.58	1230.58	0	0
1193.75	292.931	1230.28	1288.78	1288.78	1288.78	1288.78	1288.78	1288.78	0.372962	2.92517
1193.85	292.831	1405.53	1288.74	1288.74	1288.74	1288.74	1288.74	1288.74	-0.696575	-5.83948
1193.95	292.731	1329.94	1288.73	1288.73	1288.73	1288.73	1288.73	1288.73	-0.25267	-2.06041
1194.05	292.631	1082.25	1288.67	1288.67	1288.67	1288.67	1288.67	1288.67	1.4031	10.3214
1194.15	292.531	1242.41	1288.65	1288.65	1288.65	1288.67	1288.65	1288.67	0.293423	2.31266
1194.25	292.431	1139.18	1288.61	1288.61	1288.61	1288.63	1288.61	1288.63	0.990107	7.47246
1194.35	292.331	985.504	1288.51	1288.51	1288.51	1288.55	1288.51	1288.55	2.15858	15.1524
1194.45	292.231	1320.49	1288.5	1288.5	1288.5	1288.57	1288.5	1288.57	-0.196439	-1.59618
1194.55	292.131	1179.37	1288.47	1288.47	1288.47	1288.58	1288.47	1288.58	0.71107	5.46038
1194.65	292.031	1376.68	1288.44	1288.44	1288.44	1288.63	1288.44	1288.63	-0.530638	-4.4025
1194.75	291.931	1176.75	1288.41	1288.41	1288.41	1288.71	1288.41	1288.71	0.729825	5.59816
1194.85	291.831	1450.89	1288.36	1288.36	1288.36	1288.84	1288.36	1288.84	-0.951286	-8.1024
1194.95	291.731	1283.42	1288.36	1288.36	1288.36	1289.12	1288.36	1289.12	0.0356262	0.28539
1195.05	291.631	1215.42	1288.33	1288.33	1288.33	1289.53	1288.33	1289.53	0.475313	3.70534
1195.15	291.531	1269.33	1288.33	1288.33	1288.33	1290.18	1288.33	1290.18	0.130879	1.04266
1195.25	291.431	1250.43	1288.32	1288.32	1288.32	1291.13	1288.32	1291.13	0.257382	2.03513
1195.35	291.331	1063.71	1288.25	1288.25	1288.25	1292.49	1288.25	1292.49	1.56853	11.439
1195.45	291.231	1116.4	1288.19	1288.19	1288.2	1294.49	1288.19	1294.5	1.19191	8.90511
1195.55	291.131	999.608	1288.11	1288.11	1288.12	1297.32	1288.11	1297.33	2.10564	14.8862
1195.65	291.031	1039.95	1288.03	1288.03	1288.05	1301.39	1288.03	1301.4	1.81286	13.0724
1195.75	290.931	1265.12	1288.02	1288.02	1288.05	1307.06	1288.02	1307.09	0.263847	2.09847
1195.85	290.831	1216.07	1288	1288	1288.04	1314.86	1288	1314.91	0.633743	4.94172
1195.95	290.731	1181.1	1287.97	1287.97	1288.04	1325.32	1287.97	1325.39	0.93882	7.21456
1196.05	290.631	1484.96	1287.91	1287.91	1288.02	1339.12	1287.91	1339.23	-0.845597	-7.28628
1196.15	290.531	1278.52	1287.9	1287.9	1288.08	1357.29	1287.9	1357.47	0.493752	3.94773
1196.25	290.431	1338.75	1287.89	1287.89	1288.17	1380.44	1287.89	1380.71	0.256478	2.09838
